items,date,order_id,order_accepted,order_refused_reason,calories,price
"['vegan burger', 'iced tea', 'veggie combo']",2022-05-18,13909,True,,1120,18
"['veggie combo', 'vegan combo']",2022-05-18,13910,True,,1155,20
"['hamburger', 'iced tea']",2022-05-18,13911,True,,670,7
['cheese burger'],2022-05-18,13912,True,,750,7
"['veggie burger', 'sweet potatoes', 'veggie combo']",2022-05-18,13913,True,,1330,19
"['lemonade', 'hamburger', 'veggie combo']",2022-05-18,13914,True,,1390,17
"['vegan combo', 'veggie combo']",2022-05-18,13915,True,,1155,20
"['vegan burger', 'cheesy combo']",2022-05-18,13916,True,,1420,17
"['sweet potatoes', 'veggie burger', 'veggie burger', 'vegan combo']",2022-05-18,13917,True,,1485,25
"['vegan burger', 'hamburger']",2022-05-18,13918,True,,950,11
"['lemonade', 'veggie burger', 'lemonade', 'vegan combo']",2022-05-18,13919,True,,1035,20
['lemonade'],2022-05-18,13920,True,,90,2
"['vegan burger', 'vegan combo']",2022-05-18,13921,True,,805,16
['cheese burger'],2022-05-18,13922,True,,750,7
"['veggie burger', 'vegan burger', 'veggie combo']",2022-05-18,13923,True,,1450,22
"['veggie combo', 'cheesy combo']",2022-05-18,13924,True,,1770,21
"['salad', 'hamburger', 'vegan combo']",2022-05-18,13925,True,,1070,19
"['veggie combo', 'veggie combo']",2022-05-18,13926,True,,1400,20
['cheese burger'],2022-05-18,13927,True,,750,7
"['vegan combo', 'vegan combo']",2022-05-18,13928,True,,910,20
"['veggie burger', 'vegan burger', 'cheesy combo']",2022-05-18,13929,True,,1820,23
"['vegan burger', 'veggie combo', 'cheesy combo']",2022-05-18,13930,False,Total calories exceeds 2000,2120,27
"['vegan burger', 'vegan combo']",2022-05-18,13931,True,,805,16
"['lemonade', 'cheese burger']",2022-05-18,13932,True,,840,9
"['salad', 'vegan combo', 'vegan combo']",2022-05-18,13933,True,,925,24
"['cheese burger', 'vegan combo', 'veggie combo']",2022-05-18,13934,True,,1905,27
"['iced tea', 'salad', 'veggie combo']",2022-05-18,13935,True,,785,16
"['sweet potatoes', 'vegan burger']",2022-05-18,13936,True,,580,9
"['cheese burger', 'cheesy combo', 'cheesy combo']",2022-05-18,13937,False,Total calories exceeds 2000,2890,29
"['veggie combo', 'cheesy combo']",2022-05-18,13938,True,,1770,21
"['lemonade', 'sweet potatoes', 'cheesy combo']",2022-05-18,13939,True,,1390,16
['vegan burger'],2022-05-18,13940,True,,350,6
"['vegan combo', 'vegan combo']",2022-05-18,13941,True,,910,20
"['veggie burger', 'lemonade', 'iced tea']",2022-05-18,13942,True,,560,10
"['sweet potatoes', 'vegan combo']",2022-05-18,13943,True,,685,13
"['salad', 'veggie burger', 'vegan combo']",2022-05-18,13944,True,,870,20
"['iced tea', 'vegan combo', 'cheesy combo']",2022-05-18,13945,True,,1595,23
"['cheesy combo', 'cheesy combo']",2022-05-18,13946,False,Total calories exceeds 2000,2140,22
"['hamburger', 'lemonade', 'veggie combo']",2022-05-18,13947,True,,1390,17
"['sweet potatoes', 'lemonade']",2022-05-19,13948,True,,320,5
['salad'],2022-05-19,13949,True,,15,4
"['sweet potatoes', 'vegan combo', 'cheesy combo']",2022-05-19,13950,True,,1755,24
"['veggie burger', 'cheesy combo', 'cheesy combo']",2022-05-19,13951,False,Total calories exceeds 2000,2540,28
"['veggie burger', 'vegan combo', 'vegan combo']",2022-05-19,13952,True,,1310,26
['salad'],2022-05-19,13953,True,,15,4
"['veggie burger', 'vegan burger', 'vegan combo']",2022-05-19,13954,True,,1205,22
"['vegan burger', 'vegan combo', 'cheesy combo']",2022-05-19,13955,True,,1875,27
"['sweet potatoes', 'vegan combo']",2022-05-19,13956,True,,685,13
"['veggie combo', 'vegan combo']",2022-05-19,13957,True,,1155,20
"['vegan burger', 'cheesy combo']",2022-05-19,13958,True,,1420,17
"['lemonade', 'cheese burger', 'salad', 'veggie combo']",2022-05-19,13959,True,,1555,23
"['lemonade', 'veggie burger', 'veggie combo']",2022-05-19,13960,True,,1190,18
"['veggie burger', 'sweet potatoes']",2022-05-19,13961,True,,630,9
"['veggie burger', 'veggie combo', 'cheesy combo']",2022-05-19,13962,False,Total calories exceeds 2000,2170,27
"['lemonade', 'iced tea', 'iced tea', 'vegan combo']",2022-05-19,13963,True,,685,16
"['veggie burger', 'lemonade']",2022-05-19,13964,True,,490,8
"['veggie burger', 'lemonade', 'sweet potatoes', 'vegan combo']",2022-05-19,13965,True,,1175,21
"['veggie burger', 'veggie burger']",2022-05-19,13966,True,,800,12
"['lemonade', 'sweet potatoes', 'hamburger', 'veggie combo']",2022-05-19,13967,True,,1620,20
"['veggie combo', 'cheesy combo']",2022-05-19,13968,True,,1770,21
"['cheesy combo', 'cheesy combo']",2022-05-19,13969,False,Total calories exceeds 2000,2140,22
"['hamburger', 'salad', 'vegan burger', 'cheesy combo']",2022-05-19,13970,False,Total calories exceeds 2000,2035,26
"['cheesy combo', 'cheesy combo']",2022-05-19,13971,False,Total calories exceeds 2000,2140,22
"['lemonade', 'cheese burger', 'salad', 'vegan combo']",2022-05-19,13972,True,,1310,23
"['veggie burger', 'veggie combo', 'veggie combo']",2022-05-19,13973,True,,1800,26
"['iced tea', 'veggie burger', 'sweet potatoes']",2022-05-19,13974,True,,700,11
"['vegan combo', 'cheesy combo']",2022-05-19,13975,True,,1525,21
"['salad', 'veggie combo', 'veggie combo']",2022-05-19,13976,True,,1415,24
['cheese burger'],2022-05-19,13977,True,,750,7
['veggie burger'],2022-05-19,13978,True,,400,6
['sweet potatoes'],2022-05-19,13979,True,,230,3
"['salad', 'salad', 'salad']",2022-05-19,13980,True,,45,12
"['salad', 'cheese burger', 'cheese burger']",2022-05-19,13981,True,,1515,18
"['iced tea', 'veggie combo', 'veggie combo']",2022-05-19,13982,True,,1470,22
"['lemonade', 'lemonade', 'sweet potatoes']",2022-05-19,13983,True,,410,7
"['vegan burger', 'cheesy combo', 'vegan combo']",2022-05-19,13984,True,,1875,27
"['veggie combo', 'cheesy combo']",2022-05-19,13985,True,,1770,21
"['vegan burger', 'vegan combo']",2022-05-19,13986,True,,805,16
"['salad', 'salad', 'lemonade']",2022-05-19,13987,True,,120,10
"['salad', 'cheese burger']",2022-05-19,13988,True,,765,11
"['iced tea', 'vegan burger']",2022-05-19,13989,True,,420,8
"['vegan combo', 'vegan combo']",2022-05-19,13990,True,,910,20
"['iced tea', 'veggie combo']",2022-05-19,13991,True,,770,12
['cheese burger'],2022-05-19,13992,True,,750,7
"['lemonade', 'salad', 'veggie burger', 'vegan combo']",2022-05-19,13993,True,,960,22
"['sweet potatoes', 'vegan burger', 'cheesy combo']",2022-05-19,13994,True,,1650,20
"['vegan combo', 'veggie combo']",2022-05-19,13995,True,,1155,20
"['veggie burger', 'veggie burger', 'veggie combo']",2022-05-19,13996,True,,1500,22
"['hamburger', 'sweet potatoes', 'vegan combo']",2022-05-19,13997,True,,1285,18
"['iced tea', 'veggie burger', 'sweet potatoes', 'veggie combo']",2022-05-19,13998,True,,1400,21
"['vegan combo', 'vegan combo']",2022-05-19,13999,True,,910,20
['lemonade'],2022-05-19,14000,True,,90,2
"['cheese burger', 'veggie combo']",2022-05-19,14001,True,,1450,17
"['veggie burger', 'veggie combo', 'veggie combo']",2022-05-19,14002,True,,1800,26
"['cheese burger', 'vegan combo', 'vegan combo']",2022-05-19,14003,True,,1660,27
"['iced tea', 'cheese burger', 'salad']",2022-05-19,14004,True,,835,13
['vegan burger'],2022-05-19,14005,True,,350,6
"['cheesy combo', 'veggie combo']",2022-05-19,14006,True,,1770,21
"['iced tea', 'vegan combo', 'veggie combo']",2022-05-19,14007,True,,1225,22
"['veggie burger', 'vegan burger', 'veggie burger', 'vegan combo']",2022-05-19,14008,True,,1605,28
"['hamburger', 'vegan burger', 'veggie burger', 'vegan combo']",2022-05-19,14009,True,,1805,27
"['vegan burger', 'sweet potatoes', 'cheese burger', 'vegan combo']",2022-05-19,14010,True,,1785,26
"['veggie burger', 'veggie burger', 'sweet potatoes', 'cheesy combo']",2022-05-19,14011,False,Total calories exceeds 2000,2100,26
"['salad', 'veggie combo', 'cheesy combo']",2022-05-19,14012,True,,1785,25
"['veggie combo', 'veggie combo']",2022-05-19,14013,True,,1400,20
"['veggie combo', 'cheesy combo']",2022-05-19,14014,True,,1770,21
"['veggie combo', 'veggie combo']",2022-05-19,14015,True,,1400,20
"['iced tea', 'lemonade', 'salad', 'vegan combo']",2022-05-19,14016,True,,630,18
"['vegan combo', 'cheesy combo']",2022-05-19,14017,True,,1525,21
['cheese burger'],2022-05-19,14018,True,,750,7
"['hamburger', 'lemonade', 'cheese burger']",2022-05-19,14019,True,,1440,14
"['hamburger', 'salad', 'lemonade']",2022-05-19,14020,True,,705,11
"['salad', 'vegan combo', 'vegan combo']",2022-05-19,14021,True,,925,24
"['salad', 'cheese burger', 'iced tea', 'vegan combo']",2022-05-19,14022,True,,1290,23
"['hamburger', 'iced tea', 'veggie combo']",2022-05-19,14023,True,,1370,17
"['sweet potatoes', 'hamburger', 'cheesy combo']",2022-05-19,14024,True,,1900,19
"['vegan combo', 'cheesy combo']",2022-05-19,14025,True,,1525,21
"['iced tea', 'cheese burger', 'hamburger', 'cheesy combo']",2022-05-19,14026,False,Total calories exceeds 2000,2490,25
"['cheese burger', 'lemonade', 'lemonade']",2022-05-19,14027,True,,930,11
"['veggie combo', 'veggie combo']",2022-05-19,14028,True,,1400,20
"['cheese burger', 'cheese burger', 'lemonade', 'cheesy combo']",2022-05-19,14029,False,Total calories exceeds 2000,2660,27
"['veggie combo', 'veggie combo']",2022-05-19,14030,True,,1400,20
"['salad', 'veggie burger']",2022-05-19,14031,True,,415,10
"['sweet potatoes', 'iced tea', 'iced tea', 'veggie combo']",2022-05-19,14032,True,,1070,17
"['iced tea', 'veggie combo', 'cheesy combo']",2022-05-19,14033,True,,1840,23
"['hamburger', 'cheese burger']",2022-05-19,14034,True,,1350,12
"['cheese burger', 'sweet potatoes', 'veggie combo']",2022-05-19,14035,True,,1680,20
"['veggie burger', 'cheesy combo', 'cheesy combo']",2022-05-19,14036,False,Total calories exceeds 2000,2540,28
['hamburger'],2022-05-19,14037,True,,600,5
['hamburger'],2022-05-19,14038,True,,600,5
"['cheesy combo', 'vegan combo']",2022-05-19,14039,True,,1525,21
"['sweet potatoes', 'lemonade', 'cheesy combo']",2022-05-19,14040,True,,1390,16
"['hamburger', 'salad', 'lemonade']",2022-05-19,14041,True,,705,11
"['lemonade', 'veggie combo']",2022-05-19,14042,True,,790,12
"['lemonade', 'cheese burger', 'salad']",2022-05-19,14043,True,,855,13
['hamburger'],2022-05-19,14044,True,,600,5
['salad'],2022-05-19,14045,True,,15,4
"['sweet potatoes', 'cheese burger', 'vegan burger']",2022-05-19,14046,True,,1330,16
"['vegan combo', 'cheesy combo']",2022-05-19,14047,True,,1525,21
"['salad', 'hamburger']",2022-05-19,14048,True,,615,9
"['veggie burger', 'cheesy combo']",2022-05-19,14049,True,,1470,17
['iced tea'],2022-05-19,14050,True,,70,2
"['hamburger', 'vegan combo', 'veggie combo']",2022-05-19,14051,True,,1755,25
"['salad', 'hamburger']",2022-05-19,14052,True,,615,9
"['vegan burger', 'cheese burger', 'salad', 'veggie combo']",2022-05-19,14053,True,,1815,27
"['sweet potatoes', 'sweet potatoes', 'vegan combo']",2022-05-19,14054,True,,915,16
"['veggie burger', 'vegan combo']",2022-05-19,14055,True,,855,16
"['cheese burger', 'vegan combo']",2022-05-19,14056,True,,1205,17
"['vegan combo', 'cheesy combo']",2022-05-19,14057,True,,1525,21
"['lemonade', 'vegan combo', 'cheesy combo']",2022-05-19,14058,True,,1615,23
"['sweet potatoes', 'iced tea', 'vegan combo']",2022-05-19,14059,True,,755,15
"['cheesy combo', 'cheesy combo']",2022-05-19,14060,False,Total calories exceeds 2000,2140,22
"['iced tea', 'salad', 'cheese burger', 'veggie combo']",2022-05-19,14061,True,,1535,23
['hamburger'],2022-05-20,14062,True,,600,5
['iced tea'],2022-05-20,14063,True,,70,2
"['lemonade', 'veggie combo']",2022-05-20,14064,True,,790,12
"['cheesy combo', 'vegan combo']",2022-05-20,14065,True,,1525,21
"['vegan combo', 'vegan combo']",2022-05-20,14066,True,,910,20
"['veggie combo', 'vegan combo']",2022-05-20,14067,True,,1155,20
"['hamburger', 'lemonade', 'salad']",2022-05-20,14068,True,,705,11
"['salad', 'vegan combo']",2022-05-20,14069,True,,470,14
"['cheese burger', 'veggie burger', 'sweet potatoes', 'veggie combo']",2022-05-20,14070,False,Total calories exceeds 2000,2080,26
"['hamburger', 'veggie combo']",2022-05-20,14071,True,,1300,15
"['iced tea', 'lemonade', 'cheese burger', 'veggie combo']",2022-05-20,14072,True,,1610,21
"['cheesy combo', 'cheesy combo']",2022-05-20,14073,False,Total calories exceeds 2000,2140,22
"['cheese burger', 'veggie burger', 'veggie combo']",2022-05-20,14074,True,,1850,23
"['cheese burger', 'veggie combo']",2022-05-20,14075,True,,1450,17
"['vegan combo', 'veggie combo']",2022-05-20,14076,True,,1155,20
"['sweet potatoes', 'vegan combo']",2022-05-20,14077,True,,685,13
"['iced tea', 'lemonade', 'hamburger', 'vegan combo']",2022-05-20,14078,True,,1215,19
"['veggie burger', 'cheese burger', 'veggie combo']",2022-05-20,14079,True,,1850,23
"['vegan combo', 'cheesy combo']",2022-05-20,14080,True,,1525,21
"['lemonade', 'cheesy combo', 'veggie combo']",2022-05-20,14081,True,,1860,23
"['vegan burger', 'sweet potatoes', 'hamburger']",2022-05-20,14082,True,,1180,14
"['cheese burger', 'vegan burger', 'cheesy combo']",2022-05-20,14083,False,Total calories exceeds 2000,2170,24
"['lemonade', 'cheesy combo']",2022-05-20,14084,True,,1160,13
"['vegan burger', 'cheese burger']",2022-05-20,14085,True,,1100,13
"['salad', 'cheese burger']",2022-05-20,14086,True,,765,11
"['vegan burger', 'veggie combo']",2022-05-20,14087,True,,1050,16
"['cheese burger', 'salad', 'cheesy combo']",2022-05-20,14088,True,,1835,22
"['cheese burger', 'salad', 'vegan combo']",2022-05-20,14089,True,,1220,21
"['veggie burger', 'veggie burger', 'lemonade', 'cheesy combo']",2022-05-20,14090,True,,1960,25
"['hamburger', 'salad', 'lemonade', 'veggie combo']",2022-05-20,14091,True,,1405,21
"['sweet potatoes', 'salad', 'veggie combo']",2022-05-20,14092,True,,945,17
"['sweet potatoes', 'cheesy combo', 'veggie combo']",2022-05-20,14093,True,,2000,24
"['cheese burger', 'iced tea', 'cheesy combo']",2022-05-20,14094,True,,1890,20
"['salad', 'hamburger', 'sweet potatoes']",2022-05-20,14095,True,,845,12
"['iced tea', 'vegan combo', 'cheesy combo']",2022-05-20,14096,True,,1595,23
"['sweet potatoes', 'cheesy combo', 'cheesy combo']",2022-05-20,14097,False,Total calories exceeds 2000,2370,25
"['vegan combo', 'cheesy combo']",2022-05-20,14098,True,,1525,21
"['sweet potatoes', 'hamburger', 'sweet potatoes', 'veggie combo']",2022-05-20,14099,True,,1760,21
"['veggie burger', 'veggie combo']",2022-05-20,14100,True,,1100,16
"['hamburger', 'hamburger', 'hamburger', 'veggie combo']",2022-05-20,14101,False,Total calories exceeds 2000,2500,25
"['salad', 'veggie combo']",2022-05-20,14102,True,,715,14
['sweet potatoes'],2022-05-20,14103,True,,230,3
"['vegan burger', 'veggie combo']",2022-05-20,14104,True,,1050,16
"['veggie combo', 'cheesy combo']",2022-05-20,14105,True,,1770,21
"['veggie burger', 'lemonade', 'cheesy combo']",2022-05-20,14106,True,,1560,19
"['veggie combo', 'vegan combo']",2022-05-20,14107,True,,1155,20
"['lemonade', 'vegan combo']",2022-05-20,14108,True,,545,12
"['vegan burger', 'iced tea', 'vegan burger', 'cheesy combo']",2022-05-20,14109,True,,1840,25
['veggie burger'],2022-05-20,14110,True,,400,6
"['salad', 'cheese burger', 'vegan burger', 'cheesy combo']",2022-05-20,14111,False,Total calories exceeds 2000,2185,28
"['vegan burger', 'veggie burger', 'veggie combo']",2022-05-20,14112,True,,1450,22
['salad'],2022-05-20,14113,True,,15,4
"['salad', 'vegan burger']",2022-05-20,14114,True,,365,10
"['hamburger', 'cheese burger', 'veggie burger', 'cheesy combo']",2022-05-20,14115,False,Total calories exceeds 2000,2820,29
"['salad', 'veggie burger', 'veggie combo']",2022-05-20,14116,True,,1115,20
"['vegan combo', 'veggie combo']",2022-05-20,14117,True,,1155,20
"['hamburger', 'vegan burger', 'iced tea']",2022-05-20,14118,True,,1020,13
"['lemonade', 'cheese burger', 'veggie combo']",2022-05-20,14119,True,,1540,19
"['lemonade', 'hamburger', 'hamburger']",2022-05-20,14120,True,,1290,12
"['cheese burger', 'vegan burger', 'sweet potatoes']",2022-05-20,14121,True,,1330,16
"['salad', 'veggie combo', 'veggie combo']",2022-05-20,14122,True,,1415,24
"['iced tea', 'vegan burger', 'salad']",2022-05-20,14123,True,,435,12
"['vegan burger', 'cheese burger', 'veggie burger']",2022-05-20,14124,True,,1500,19
['lemonade'],2022-05-20,14125,True,,90,2
"['cheese burger', 'vegan burger']",2022-05-20,14126,True,,1100,13
"['cheese burger', 'sweet potatoes', 'iced tea']",2022-05-20,14127,True,,1050,12
"['cheese burger', 'iced tea', 'veggie burger', 'vegan combo']",2022-05-20,14128,True,,1675,25
"['sweet potatoes', 'lemonade', 'veggie burger', 'cheesy combo']",2022-05-20,14129,True,,1790,22
"['veggie burger', 'iced tea', 'veggie burger', 'veggie combo']",2022-05-20,14130,True,,1570,24
"['vegan burger', 'cheese burger', 'iced tea', 'veggie combo']",2022-05-20,14131,True,,1870,25
"['cheese burger', 'veggie combo', 'vegan combo']",2022-05-20,14132,True,,1905,27
"['iced tea', 'sweet potatoes', 'hamburger']",2022-05-20,14133,True,,900,10
"['iced tea', 'sweet potatoes']",2022-05-20,14134,True,,300,5
"['vegan combo', 'vegan combo']",2022-05-20,14135,True,,910,20
"['veggie burger', 'vegan burger', 'veggie burger']",2022-05-20,14136,True,,1150,18
"['vegan combo', 'vegan combo']",2022-05-20,14137,True,,910,20
"['hamburger', 'iced tea']",2022-05-20,14138,True,,670,7
"['lemonade', 'vegan combo']",2022-05-20,14139,True,,545,12
"['salad', 'cheesy combo']",2022-05-20,14140,True,,1085,15
"['salad', 'hamburger', 'vegan burger']",2022-05-20,14141,True,,965,15
"['hamburger', 'cheesy combo', 'vegan combo']",2022-05-20,14142,False,Total calories exceeds 2000,2125,26
"['veggie combo', 'cheesy combo']",2022-05-20,14143,True,,1770,21
"['veggie burger', 'vegan burger', 'sweet potatoes', 'cheesy combo']",2022-05-20,14144,False,Total calories exceeds 2000,2050,26
"['vegan burger', 'lemonade', 'cheese burger', 'vegan combo']",2022-05-20,14145,True,,1645,25
"['vegan burger', 'iced tea', 'sweet potatoes', 'cheesy combo']",2022-05-20,14146,True,,1720,22
['iced tea'],2022-05-20,14147,True,,70,2
"['cheese burger', 'veggie combo']",2022-05-20,14148,True,,1450,17
"['vegan combo', 'veggie combo']",2022-05-20,14149,True,,1155,20
"['iced tea', 'veggie combo']",2022-05-20,14150,True,,770,12
"['hamburger', 'hamburger', 'sweet potatoes', 'vegan combo']",2022-05-20,14151,True,,1885,23
['sweet potatoes'],2022-05-20,14152,True,,230,3
"['vegan burger', 'sweet potatoes', 'cheesy combo']",2022-05-20,14153,True,,1650,20
['veggie burger'],2022-05-20,14154,True,,400,6
"['veggie burger', 'cheesy combo', 'cheesy combo']",2022-05-20,14155,False,Total calories exceeds 2000,2540,28
"['iced tea', 'lemonade', 'sweet potatoes']",2022-05-20,14156,True,,390,7
"['hamburger', 'cheesy combo', 'veggie combo']",2022-05-20,14157,False,Total calories exceeds 2000,2370,26
"['lemonade', 'cheesy combo', 'veggie combo']",2022-05-20,14158,True,,1860,23
"['vegan burger', 'vegan burger', 'sweet potatoes', 'vegan combo']",2022-05-20,14159,True,,1385,25
"['iced tea', 'hamburger', 'cheese burger', 'cheesy combo']",2022-05-20,14160,False,Total calories exceeds 2000,2490,25
"['salad', 'hamburger', 'vegan burger']",2022-05-20,14161,True,,965,15
"['iced tea', 'vegan combo', 'veggie combo']",2022-05-20,14162,True,,1225,22
"['vegan combo', 'cheesy combo']",2022-05-20,14163,True,,1525,21
"['iced tea', 'hamburger']",2022-05-20,14164,True,,670,7
"['sweet potatoes', 'veggie combo', 'vegan combo']",2022-05-20,14165,True,,1385,23
"['cheesy combo', 'vegan combo']",2022-05-20,14166,True,,1525,21
"['lemonade', 'lemonade']",2022-05-20,14167,True,,180,4
"['vegan burger', 'vegan burger', 'sweet potatoes', 'cheesy combo']",2022-05-20,14168,True,,2000,26
"['iced tea', 'iced tea', 'iced tea']",2022-05-20,14169,True,,210,6
"['vegan burger', 'vegan burger', 'veggie combo']",2022-05-20,14170,True,,1400,22
"['sweet potatoes', 'salad', 'sweet potatoes', 'cheesy combo']",2022-05-20,14171,True,,1545,21
"['hamburger', 'hamburger']",2022-05-20,14172,True,,1200,10
"['hamburger', 'vegan burger', 'veggie combo']",2022-05-20,14173,True,,1650,21
"['cheesy combo', 'cheesy combo']",2022-05-20,14174,False,Total calories exceeds 2000,2140,22
"['vegan burger', 'hamburger', 'lemonade', 'veggie combo']",2022-05-20,14175,True,,1740,23
"['vegan combo', 'veggie combo']",2022-05-20,14176,True,,1155,20
['cheese burger'],2022-05-20,14177,True,,750,7
"['veggie combo', 'vegan combo']",2022-05-20,14178,True,,1155,20
"['cheesy combo', 'vegan combo']",2022-05-20,14179,True,,1525,21
"['veggie burger', 'hamburger']",2022-05-20,14180,True,,1000,11
['iced tea'],2022-05-20,14181,True,,70,2
"['iced tea', 'iced tea', 'lemonade']",2022-05-20,14182,True,,230,6
"['salad', 'vegan burger', 'vegan burger', 'vegan combo']",2022-05-20,14183,True,,1170,26
"['cheese burger', 'cheesy combo']",2022-05-20,14184,True,,1820,18
"['vegan burger', 'sweet potatoes', 'veggie combo']",2022-05-20,14185,True,,1280,19
"['cheese burger', 'cheesy combo', 'cheesy combo']",2022-05-20,14186,False,Total calories exceeds 2000,2890,29
"['veggie combo', 'veggie combo']",2022-05-20,14187,True,,1400,20
"['cheese burger', 'vegan combo', 'veggie combo']",2022-05-20,14188,True,,1905,27
"['salad', 'cheesy combo']",2022-05-20,14189,True,,1085,15
"['vegan combo', 'vegan combo']",2022-05-20,14190,True,,910,20
"['vegan burger', 'veggie combo', 'cheesy combo']",2022-05-20,14191,False,Total calories exceeds 2000,2120,27
['cheese burger'],2022-05-20,14192,True,,750,7
"['vegan burger', 'lemonade']",2022-05-20,14193,True,,440,8
"['salad', 'cheesy combo']",2022-05-20,14194,True,,1085,15
"['iced tea', 'iced tea', 'veggie combo']",2022-05-20,14195,True,,840,14
"['vegan burger', 'vegan burger', 'cheese burger']",2022-05-20,14196,True,,1450,19
"['sweet potatoes', 'cheesy combo', 'cheesy combo']",2022-05-20,14197,False,Total calories exceeds 2000,2370,25
"['sweet potatoes', 'lemonade']",2022-05-20,14198,True,,320,5
"['vegan burger', 'cheesy combo']",2022-05-20,14199,True,,1420,17
['salad'],2022-05-21,14200,True,,15,4
['vegan burger'],2022-05-21,14201,True,,350,6
"['veggie combo', 'cheesy combo']",2022-05-21,14202,True,,1770,21
"['veggie burger', 'veggie burger', 'vegan combo']",2022-05-21,14203,True,,1255,22
"['iced tea', 'cheesy combo', 'vegan combo']",2022-05-21,14204,True,,1595,23
"['vegan combo', 'veggie combo']",2022-05-21,14205,True,,1155,20
"['lemonade', 'iced tea', 'cheesy combo']",2022-05-21,14206,True,,1230,15
"['cheese burger', 'veggie combo', 'veggie combo']",2022-05-21,14207,False,Total calories exceeds 2000,2150,27
"['salad', 'lemonade', 'veggie combo']",2022-05-21,14208,True,,805,16
"['veggie burger', 'cheesy combo']",2022-05-21,14209,True,,1470,17
"['hamburger', 'veggie combo', 'vegan combo']",2022-05-21,14210,True,,1755,25
"['lemonade', 'cheese burger', 'veggie combo']",2022-05-21,14211,True,,1540,19
['salad'],2022-05-21,14212,True,,15,4
"['sweet potatoes', 'cheesy combo']",2022-05-21,14213,True,,1300,14
"['salad', 'vegan combo', 'vegan combo']",2022-05-21,14214,True,,925,24
"['sweet potatoes', 'salad', 'hamburger']",2022-05-21,14215,True,,845,12
"['veggie combo', 'cheesy combo']",2022-05-21,14216,True,,1770,21
"['lemonade', 'cheesy combo', 'cheesy combo']",2022-05-21,14217,False,Total calories exceeds 2000,2230,24
"['lemonade', 'hamburger', 'iced tea']",2022-05-21,14218,True,,760,9
"['vegan burger', 'cheese burger', 'lemonade']",2022-05-21,14219,True,,1190,15
"['cheesy combo', 'veggie combo']",2022-05-21,14220,True,,1770,21
"['veggie burger', 'veggie combo', 'vegan combo']",2022-05-21,14221,True,,1555,26
"['salad', 'veggie combo']",2022-05-21,14222,True,,715,14
"['vegan combo', 'cheesy combo']",2022-05-21,14223,True,,1525,21
"['vegan burger', 'vegan burger', 'iced tea']",2022-05-21,14224,True,,770,14
['iced tea'],2022-05-21,14225,True,,70,2
"['iced tea', 'iced tea', 'veggie combo']",2022-05-21,14226,True,,840,14
"['salad', 'veggie burger', 'salad', 'veggie combo']",2022-05-21,14227,True,,1130,24
['lemonade'],2022-05-21,14228,True,,90,2
"['lemonade', 'vegan burger']",2022-05-21,14229,True,,440,8
"['hamburger', 'vegan burger', 'vegan burger']",2022-05-21,14230,True,,1300,17
"['vegan combo', 'veggie combo']",2022-05-21,14231,True,,1155,20
"['vegan burger', 'cheesy combo']",2022-05-21,14232,True,,1420,17
"['salad', 'veggie combo', 'vegan combo']",2022-05-21,14233,True,,1170,24
"['salad', 'salad', 'cheese burger']",2022-05-21,14234,True,,780,15
"['veggie combo', 'vegan combo']",2022-05-21,14235,True,,1155,20
"['lemonade', 'hamburger', 'veggie burger', 'cheesy combo']",2022-05-21,14236,False,Total calories exceeds 2000,2160,24
"['iced tea', 'cheesy combo', 'cheesy combo']",2022-05-21,14237,False,Total calories exceeds 2000,2210,24
"['sweet potatoes', 'vegan combo']",2022-05-21,14238,True,,685,13
"['salad', 'lemonade', 'sweet potatoes', 'veggie combo']",2022-05-21,14239,True,,1035,19
"['cheese burger', 'lemonade', 'cheesy combo']",2022-05-21,14240,True,,1910,20
"['lemonade', 'veggie combo', 'vegan combo']",2022-05-21,14241,True,,1245,22
['vegan burger'],2022-05-21,14242,True,,350,6
['hamburger'],2022-05-21,14243,True,,600,5
"['veggie combo', 'cheesy combo']",2022-05-21,14244,True,,1770,21
"['vegan burger', 'veggie combo', 'vegan combo']",2022-05-21,14245,True,,1505,26
"['lemonade', 'vegan combo', 'cheesy combo']",2022-05-21,14246,True,,1615,23
"['veggie burger', 'veggie combo', 'veggie combo']",2022-05-21,14247,True,,1800,26
"['vegan burger', 'lemonade', 'hamburger', 'vegan combo']",2022-05-21,14248,True,,1495,23
['salad'],2022-05-21,14249,True,,15,4
"['cheese burger', 'sweet potatoes', 'cheesy combo']",2022-05-21,14250,False,Total calories exceeds 2000,2050,21
"['vegan burger', 'vegan combo']",2022-05-21,14251,True,,805,16
"['veggie burger', 'cheesy combo', 'vegan combo']",2022-05-21,14252,True,,1925,27
"['veggie burger', 'hamburger']",2022-05-21,14253,True,,1000,11
"['vegan burger', 'veggie burger']",2022-05-21,14254,True,,750,12
"['lemonade', 'veggie burger', 'cheese burger', 'cheesy combo']",2022-05-21,14255,False,Total calories exceeds 2000,2310,26
"['cheesy combo', 'veggie combo']",2022-05-21,14256,True,,1770,21
"['salad', 'salad', 'veggie combo']",2022-05-21,14257,True,,730,18
['sweet potatoes'],2022-05-21,14258,True,,230,3
"['hamburger', 'sweet potatoes', 'cheesy combo']",2022-05-21,14259,True,,1900,19
['hamburger'],2022-05-21,14260,True,,600,5
"['sweet potatoes', 'sweet potatoes', 'veggie burger']",2022-05-21,14261,True,,860,12
